Nom,siren,Descriptif,Profil,Nature (X),Tech (Y),Domaine,Marché Géographique,Client,Distrib.,Biz Model,Date création,Date cessation,APE (ref),Catégorie d'entreprise,Statut juridique,Adresse siège,Département,Nationalité,Soc à Mission,Site web
MHIA,977793405,"Maison à ossature bois, adaptée aux séniors et aux personnes à mobilité réduite, dotée d’un sol sécurisant, facilement implantable sur un terrain proche du domicile habituel, permettant de vivre en autonomie tout en préservant une vie sociale, avec des surfaces de 18, 29 et 38 m², incluant une terrasse et un jardin ou potager thérapeutique.",Produit supervisé,Produit,Low Tech,Logement,International (Eu),Bénéficiaires,B2B2C,Pay to play,2023/07/13,,71.12B,,Société par actions simplifiée,11 RUE DE LA REPUBLIQUE 33230 SAINT-MEDARD-DE-GUIZIERES,33,France,No,https://www.mhia.fr
Manta,891258717,"Bâti support électrique innovant pour tous types de WC suspendus, améliorant la qualité de vie, l'autonomie et la dignité des personnes en situation de handicap, qu'il soit visible, invisible ou temporaire.",Produit supervisé,Produit,Low Tech,Autonomie,International (Eu),Proches,B2B2C,Pay to play,2020/06/29,,43.22A,PME,Société par actions simplifiée,22 BOULEVARD BENONI GOULLIN 44200 NANTES,44,France,No,https://manta-health.com
La Picorée,893621268,"Complément nutritionnel gourmand et naturel destiné à prévenir la dénutrition, composé de mini-cakes hyperprotéinés et hyperénergétiques, conçu pour les personnes âgées et malades qui perdent du poids.",Produit supervisé,Produit,Low Tech,Santé,National,Bénéficiaires,B2B2C,Pay to play,2021/01/26,,10.86Z,PME,Société par actions simplifiée,CAP ALPHA - 3 AVENUE DE L'EUROPE 34830 CLAPIERS,34,France,No,https://www.lapicoree.com
Herdegen,508601648,"Produit médical et chirurgical fabriqué à partir de matériaux spécifiques, conçu pour une utilisation dans le domaine de l'autonomie, visant à répondre aux besoins des bénéficiaires.",Produit supervisé,Produit,Low Tech,Autonomie,International (Monde),Bénéficiaires,B2C,Pay to play,2008/10/17,,32.50A,PME,Société par actions simplifiée,46 B AVENUE DU MAINE 75015 PARIS 15,75,France,No,https://www.herdegen.fr/
2 Minutes de bonheur,751158767,"Jeu de cartes intergénérationnel permettant aux amis et aux familles de partager des souvenirs positifs et amusants, des rêves et des projets, avec quatre thèmes visant à promouvoir le dialogue ouvert, la communication, la complicité et le partage positif pour toutes les générations.",Produit supervisé,Produit,Low Tech,Lifestyle,National,Proches,B2C,Pay to play,2012/03/19,,58.11Z,PME,Société par actions simplifiée,69 RUE D'AMSTERDAM 75008 PARIS,75,France,No,https://www.2minutesdebonheur.com
Share Ami,851472076,Connecte des jeunes apprenant le français avec des seniors vivant en France pour converser par vidéoconférence.,Produit supervisé,Produit,Low Tech,Communication,National,Bénéficiaires,B2C,Pay to play,2019/05/29,,59.11A,PME,Société à responsabilité limitée (SARL),HALL A APPARTEMENT 30 69 RUE MARX DORMOY 75018 PARIS,75,France,No,https://www.shareami.org/
Nutrisens,491129813,Produits nutritionnels adaptés aux pathologies des personnes âgées dépendantes.,Produit supervisé,Produit,Low Tech,Santé,National,Bénéficiaires,B2C,Pay to play,2006/07/17,,64.20Z,ETI,Société par actions simplifiée,40 RTE DE BRIGNAIS 69630 CHAPONOST,69,France,No,https://www.nutrisens.com
Manea,838585479,Équipement de salle de bain destiné aux personnes handicapées et dépendantes.,Produit supervisé,Produit,Low Tech,Autonomie,National,Bénéficiaires,B2C,Pay to play,2018/04/01,,71.12B,PME,Société par actions simplifiée,16 RUE AUGUSTE BLANQUI 94250 GENTILLY,94,France,No,https://www.manea-france.fr
Indépendance Royale,449559806,Mobilier adapté et équipements destinés à améliorer le domicile des personnes âgées fragilisées.,Produit supervisé,Produit,Low Tech,Autonomie,National,Bénéficiaires,B2C,Pay to play,2003/08/01,,43.29B,PME,Société par actions simplifiée,7 ALL LOEWY 87000 LIMOGES,87,France,No,https://www.independanceroyale.com/
Handily Move,819871997,Une assise mobile permet aux personnes à mobilité réduite d'avoir une vie sexuelle épanouie malgré leurs limitations fonctionnelles.,Produit supervisé,Produit,Low Tech,Lifestyle,National,Bénéficiaires,B2B2C,Pay to play,2016/04/19,,32.99Z,PME,Société par actions simplifiée,24 LD BATAILLE VENDEUVRE DU POITOU 86110 SAINT-MARTIN-LA-PALLU,86,France,No,https://handilymove.com
Ergoflix,902062850,"Fauteuils roulants électriques pliables alliant mobilité et autonomie pour les personnes à mobilité réduite, avec des modèles remboursables par l’Assurance Maladie et possibilité de test gratuit à domicile avant achat.",Produit supervisé,Produit,Low Tech,Autonomie,National,Bénéficiaires,B2C,Pay to play,2021/07/10,,46.46Z,PME,Société par actions simplifiée,MI PARK BATIMENT B 6 RUE D'ARSONVAL 69680 CHASSIEU,69,France,No,https://ergoflix.fr
Envie Autonomie,851023564,"Collecte, reconditionnement et revente de matériel médical à prix solidaire pour faciliter l'accès aux équipements nécessaires aux personnes en perte d'autonomie, tout en réduisant le gaspillage et en créant des emplois locaux.",Produit supervisé,Produit,Low Tech,Santé,Local,Bénéficiaires,B2C,Pay to play,2019/04/08,,82.99Z,PME,Société anonyme à conseil d'administration,10 RUE JULIEN LACROIX 75020 PARIS,75,France,No,https://envieautonomie.org
9FeetUnder,952238558,"Organisation d'obsèques personnalisées et de prévoyance funéraire, avec un accompagnement complet et digitalisé pour simplifier les démarches liées aux funérailles.",Service assisté,Service,Hybride,Vie pratique,National,Bénéficiaires,"B2B2C, B2C",Pay to play,2023/04/30,,96.03Z,,Société par actions simplifiée,LE FAVROT ROUTE DE NEUVILLE 01390 SAINT-ANDRE-DE-CORCY,01,France,No,https://9feetunder.com/fr
Ad Omega,924990518,Facilite les démarches nécessaires après un décès en offrant un accompagnement étape par étape ou en prenant en charge l'ensemble des formalités pour le client pendant six mois.,Service assisté,Service,Hybride,Finances,National,Bénéficiaires,"B2B2C, B2C",Pay to play,2024/04/02,,96.09Z,,Société par actions simplifiée,10 RUE LEO LAGRANGE 56000 VANNES,56,France,No,https://adomega.fr/
MitaMita,952885051,"Mise en relation de jeunes de moins de 30 ans en quête d’un logement avec des seniors de plus de 60 ans recherchant de la compagnie, disponible sur tout le territoire français.",Service assisté,Service,Hybride,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2023/05/25,,96.09Z,,Société par actions simplifiée,PARC VERT CASTEL 9 RUE LEON MORANE 33700 MERIGNAC,33,France,No,https://www.mitamita.co/
Le lien autonomie,949424584,"Accompagnement des familles dans la gestion de la perte d'autonomie de leurs proches, incluant les démarches administratives, la coordination des intervenants à domicile et l'organisation du quotidien.",Service assisté,Service,Hybride,Vie pratique,Local,Proches,B2C,Abonnement,2023/02/23,,82.11Z,,Société par actions simplifiée,2340 VOIE ROMAINE 13600 CEYRESTE,13,France,No,https://lelienautonomie.fr/
Clic et Moi,907984371,Des ateliers de formation au numérique sont offerts aux seniors et aux personnes éloignées des outils digitaux pour favoriser l'inclusion numérique et réduire la fracture digitale.,Service assisté,Service,Hybride,Vie pratique,National,Bénéficiaires,"B2B2C, B2C",Autre,2021/11/26,,62.02A,PME,Société par actions simplifiée,34 AVENUE DES CHAMPS ELYSEES 75008 PARIS,75,France,No,https://www.clic-et-moi.com/
LiveArts,878835099,"Plateforme permettant de réserver des spectacles, ateliers et cours animés par des professionnels, principalement pour les EHPAD, résidences autonomie et collectivités, offrant des expériences culturelles et interactives adaptées aux seniors.",Service assisté,Service,Hybride,Lifestyle,National,EMS,B2B,Marketplace,2019/11/04,,90.02Z,PME,Société par actions simplifiée,11 RUE DE BUDAPEST 75009 PARIS,75,France,No,
Mirabelle,930931316,Un conseil financier aide les personnes âgées propriétaires à souscrire un prêt viager hypothécaire pour obtenir un crédit en engageant leur maison.,Service assisté,Service,Hybride,Finances,National,Bénéficiaires,B2C,Commission,2024/07/08,,66.19B,,Société anonyme à conseil d'administration,12 RUE DES TAILLANDIERS 75011 PARIS,75,France,No,https://mirabelle.fr/
Reveal Care,802671677,Logiciel d'aide à la décision stratégique utilisant l'intelligence artificielle pour analyser le Big Data et optimiser les stratégies pour les seniors.,Service assisté,Service,Hybride,Vie pratique,National,Etat et collectivités publiques,"B2B, B2G",Abonnement,2014/05/18,,70.22Z,PME,Société par actions simplifiée,283 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 33200 BORDEAUX,33,France,Yes,https://alogiagroupe.com/revealcare/
Tout pour les aidants,982546004,"Annuaire complet des solutions innovantes pour le bien-vieillir à domicile, incluant des services, des applications mobiles et des produits, facilitant la recherche de solutions adaptées aux besoins et envies des aidants et des proches de personnes âgées.",Service assisté,Service,Hybride,Vie pratique,National,Proches,B2B2C,Marketplace,2023/11/23,,58.12Z,,Société par actions simplifiée,122 RUE AMELOT 75011 PARIS,75,France,No,https://www.toutpourlesaidants.com/
Oxilia,798511317,"Une plateforme web innovante qui permet aux familles et aux aidants de trouver une aide à domicile de confiance pour accompagner les personnes âgées dans des tâches quotidiennes telles que le ménage, l'aide aux repas, l'aide à la toilette et la mobilité.",Service assisté,Service,Hybride,Vie pratique,National,Bénéficiaires,B2C,Commission,2013/11/14,,63.12Z,PME,Société par actions simplifiée,8 AVENUE DES ACACIAS 30400 VILLENEUVE-LES-AVIGNON,30,France,No,https://www.oxilia.fr/
Dans les pas d’Alexandre,899265136,"Voyages virtuels guidés pour les personnes à mobilité réduite, adaptés aux EHPAD, hôpitaux, entreprises et associations, permettant de découvrir des lieux tout en restant chez soi.",Service assisté,Service,Hybride,Lifestyle,Local,EMS,B2B,Pay to play,2021/05/06,,93.29Z,PME,Entrepreneur individuel,44 AVENUE PRINCE DE GALLES 06400 CANNES,06,France,No,https://www.danslespasdalexandre.fr/
Always Valentines,911363927,Plateforme d’information et d’accompagnement destinée aux seniors sur les questions de sexualité.,Service assisté,Service,Hybride,Lifestyle,National,Bénéficiaires,"B2B2C, B2C",Pay to play,2022/03/09,,96.09Z,PME,Société par actions simplifiée,254 RUE VENDOME 69003 LYON,69,France,No,https://www.alwaysvalentines.com/
Azur Mutuelle,917435760,Complémentaire santé sur mesure destinée aux résidents en EHPAD.,Service assisté,Service,Hybride,Finances,National,Bénéficiaires,B2C,Commission,2022/06/01,,47.91B,PME,Société par actions simplifiée,341 RUE PARADIS 13008 MARSEILLE,13,France,No,https://azurmutuelle.fr/
Ilot Seniors,897859310,Conseils et accompagnement des aidants familiaux pour la mise en place et la coordination des services liés au maintien à domicile de leurs proches dépendants et au suivi de leur pathologie.,Service assisté,Service,Hybride,Vie pratique,Local,Proches,B2C,Abonnement,2021/03/26,,88.10A,PME,Société par actions simplifiée,12 RUE JULES FERRY 38500 VOIRON,38,France,No,https://www.ilot-seniors.com
Hoa Ora,832140040,Conciergerie numérique et place de marché locale connectant des habitants via une application mobile et des fournisseurs de services de proximité.,Service assisté,Service,Hybride,Vie pratique,National,Proches,B2B,Commission,2017/09/14,,88.99B,PME,Société par actions simplifiée,72 AVENUE HENRI BARBUSSE 94310 ORLY,94,France,No,https://www.hoa-ora.com
Grabcare,908381809,Conciergerie qui accompagne les seniors et les aidants pour favoriser un vieillissement optimal à domicile.,Service assisté,Service,Hybride,Vie pratique,Local,Bénéficiaires,B2C,Abonnement,2022/01/03,,88.10A,PME,Société par actions simplifiée,8 RUE DU CHEMIN NEUF 32130 SAMATAN,32,France,No,https://www.grabcare.fr
Capgeris,408500866,"Portail dédié aux seniors, aux personnes âgées et à leurs familles, offrant des contenus et des services tels que des annuaires spécialisés et des services pour les professionnels.",Service assisté,Service,Hybride,Vie pratique,National,Bénéficiaires,B2B,Marketplace,1996/07/25,,62.02A,PME,Société à responsabilité limitée (SARL),LE PARADIS NORD 17 BOULEVARD PIERRE CURIE 83320 CARQUEIRANNE,83,France,No,https://www.Capgeris.com
Skarlett,948423652,"Courtier spécialisé dans les produits financiers adaptés aux seniors, incluant des solutions d'assurance et de crédit.",Service assisté,Service,Hybride,Finances,National,Bénéficiaires,B2C,Commission,2023/01/18,,63.12Z,,Société par actions simplifiée,99 AVENUE ACHILLE PERETTI 92200 NEUILLY-SUR-SEINE,92,France,No,https://www.skarlett.fr/
"Prev & Care ",821031150,"Accompagnement des aidants familiaux par un expert dédié pour organiser et coordonner les soins et services nécessaires aux proches fragilisés par l’âge, la maladie ou le handicap.",Service assisté,Service,Hybride,Vie pratique,National,Proches,B2B2C,Abonnement,2016/07/01,,70.22Z,PME,Société par actions simplifiée,128 RUE LA BOETIE 75008 PARIS,75,France,No,https://www.prevandcare.com
Perspective Retraite,538827965,Service de préparation à la retraite qui aide les seniors à récupérer tous leurs droits pour bénéficier d'une meilleure retraite.,Service assisté,Service,Hybride,Finances,National,Bénéficiaires,B2C,Pay to play,2011/12/09,,82.11Z,PME,Société à responsabilité limitée (SARL),28 RUE D’ALGER 83000 TOULON,83,France,No,https://perspectives-retraite.com
Partner Assurances,411490154,"Courtier spécialisé dans la conception de polices d’assurance dédiées aux seniors, offrant des solutions adaptées aux besoins spécifiques de cette population.",Service assisté,Service,Hybride,Finances,National,Bénéficiaires,B2C,Commission,1997/04/04,,66.22Z,PME,Société à responsabilité limitée (SARL),10 PL ALEXANDER 59235 BERSEE,59,France,No,https://www.partner-assurances.com
Parlapapi,802897801,"Un service de gazette familiale permet d’envoyer chaque mois des nouvelles et des photos imprimées à des proches, notamment aux grands-parents, via une application simple et collaborative.",Service assisté,Service,Hybride,Communication,National,Bénéficiaires,B2C,Abonnement,2014/07/01,,62.01Z,ETI,Société par actions simplifiée,1 RUE DES PLATANES 38120 SAINT-EGREVE,38,France,No,https://parlapapi.com
Papyhappy,821514460,Conseil pour trouver un logement senior adapté aux besoins des personnes âgées en France et en Espagne.,Service assisté,Service,Hybride,Vie pratique,International (Eu),Bénéficiaires,B2C,Marketplace,2016/07/05,,63.11Z,PME,Société par actions simplifiée,HOTEL-PEPINIERE ENTREPRISE JOVINIEN AV DE SULLY PROLONGEE 89300 JOIGNY,89,France,No,https://www.papyhappy.fr/
